size,accuracy
5,0.8
6,0.8
7,0.714285714286
8,0.0
9,0.181818181818
10,0.181818181818
11,0.166666666667
12,0.0714285714286
13,0.0625
14,0.0555555555556
15,0.0555555555556
16,0.05
17,0.05
18,0.0454545454545
19,0.0454545454545
20,0.0454545454545
21,0.0416666666667
22,0.0384615384615
23,0.0384615384615
24,0.0357142857143
25,0.0357142857143
26,0.0357142857143
27,0.0357142857143
28,0.0333333333333
29,0.03125
30,0.0882352941176
31,0.0833333333333
32,0.131578947368
33,0.125
34,0.119047619048
35,0.113636363636
36,0.113636363636
37,0.152173913043
38,0.145833333333
39,0.14
40,0.134615384615
41,0.12962962963
42,0.125
43,0.120689655172
44,0.0833333333333
45,0.0833333333333
46,0.0833333333333
47,0.0645161290323
48,0.0645161290323
49,0.0645161290323
50,0.0625
51,0.0625
52,0.0606060606061
53,0.0606060606061
54,0.0588235294118
55,0.0571428571429
56,0.0571428571429
57,0.0571428571429
58,0.0555555555556
59,0.0540540540541
60,0.0526315789474
61,0.0512820512821
62,0.05
63,0.0487804878049
64,0.047619047619
65,0.047619047619
66,0.0581395348837
67,0.0454545454545
68,0.0444444444444
69,0.0434782608696
70,0.0425531914894
71,0.0416666666667
72,0.0408163265306
73,0.0408163265306
74,0.04
75,0.0392156862745
76,0.0384615384615
77,0.0377358490566
78,0.037037037037
79,0.0363636363636
80,0.0357142857143
81,0.0350877192982
82,0.0344827586207
83,0.0338983050847
84,0.0333333333333
85,0.0327868852459
86,0.0322580645161
87,0.031746031746
88,0.031746031746
89,0.03125
90,0.0307692307692
91,0.0307692307692
92,0.0307692307692
93,0.030303030303
94,0.0298507462687
95,0.0294117647059
96,0.0289855072464
97,0.0285714285714
98,0.0281690140845
99,0.0277777777778
100,0.027397260274
101,0.027027027027
102,0.027027027027
103,0.027027027027
104,0.0266666666667
105,0.0263157894737
106,0.025974025974
107,0.025641025641
108,0.025641025641
109,0.0253164556962
110,0.025
111,0.025
112,0.0246913580247
113,0.0243902439024
114,0.0243902439024
115,0.0240963855422
116,0.0238095238095
117,0.0238095238095
118,0.0238095238095
119,0.0235294117647
120,0.0232558139535
121,0.0229885057471
122,0.0229885057471
123,0.0229885057471
124,0.0227272727273
125,0.0224719101124
126,0.0224719101124
127,0.0222222222222
128,0.0222222222222
129,0.021978021978
130,0.0217391304348
131,0.0215053763441
132,0.0212765957447
133,0.0212765957447
134,0.0212765957447
135,0.0210526315789
136,0.0208333333333
137,0.020618556701
138,0.020618556701
139,0.0204081632653
140,0.020202020202
141,0.020202020202
142,0.020202020202
143,0.02
144,0.02
145,0.02
146,0.0247524752475
147,0.0246305418719
148,0.0246305418719
149,0.0243902439024
150,0.0243902439024
151,0.024154589372
152,0.0239234449761
153,0.0239234449761
154,0.0239234449761
155,0.0238095238095
156,0.0235849056604
157,0.0233644859813
158,0.0233644859813
159,0.0231481481481
160,0.0231481481481
161,0.0229357798165
162,0.0227272727273
163,0.0225225225225
164,0.0223214285714
165,0.0223214285714
166,0.0221238938053
167,0.0219298245614
168,0.0219298245614
169,0.0217391304348
170,0.0215517241379
171,0.0213675213675
172,0.0213675213675
173,0.021186440678
174,0.0210084033613
175,0.0210084033613
176,0.0210084033613
177,0.0210084033613
178,0.0210084033613
179,0.0208333333333
180,0.0208333333333
181,0.0208333333333
182,0.0208333333333
183,0.0207468879668
184,0.0207468879668
185,0.0207468879668
186,0.0207468879668
187,0.0205761316872
188,0.0205761316872
189,0.0205761316872
190,0.0204081632653
191,0.0204081632653
192,0.0202429149798
193,0.0202429149798
194,0.0200803212851
195,0.0199203187251
196,0.0198412698413
197,0.0198412698413
198,0.0198412698413
199,0.0196850393701
200,0.0196850393701
201,0.0196850393701
202,0.01953125
203,0.01953125
204,0.01953125
205,0.01953125
206,0.0193798449612
207,0.0192307692308
208,0.0190839694656
209,0.0265151515152
210,0.0263157894737
211,0.0263157894737
212,0.0263157894737
213,0.0186567164179
214,0.0185185185185
215,0.0183823529412
216,0.0183823529412
217,0.0183823529412
218,0.0183823529412
219,0.0183823529412
220,0.0183823529412
221,0.0182481751825
222,0.018115942029
223,0.018115942029
224,0.018115942029
225,0.018115942029
226,0.018115942029
227,0.018115942029
228,0.0179856115108
229,0.0178571428571
230,0.0177304964539
231,0.0176056338028
232,0.0176056338028
233,0.0174825174825
234,0.0173611111111
235,0.0173611111111
236,0.0172413793103
237,0.0171232876712
238,0.0171232876712
239,0.0170068027211
240,0.0170068027211
241,0.0168918918919
242,0.0168918918919
243,0.0168918918919
244,0.0168918918919
245,0.0168918918919
246,0.0167785234899
247,0.0166666666667
248,0.0166666666667
249,0.00993377483444
250,0.00986842105263
251,0.00980392156863
252,0.00980392156863
253,0.00974025974026
254,0.00970873786408
255,0.0096463022508
256,0.00958466453674
257,0.00958466453674
258,0.00958466453674
259,0.00958466453674
260,0.00952380952381
261,0.00946372239748
262,0.00940438871473
263,0.00934579439252
264,0.00934579439252
265,0.00934579439252
266,0.00934579439252
267,0.00928792569659
268,0.00923076923077
269,0.00917431192661
270,0.00917431192661
271,0.00917431192661
272,0.00917431192661
273,0.00911854103343
274,0.00906344410876
275,0.00906344410876
276,0.00906344410876
277,0.00900900900901
278,0.0089552238806
279,0.00890207715134
280,0.00884955752212
281,0.00879765395894
282,0.00879765395894
283,0.00874635568513
284,0.00869565217391
285,0.00864553314121
286,0.00859598853868
287,0.00854700854701
288,0.00849858356941
289,0.00845070422535
290,0.00840336134454
291,0.008356545961
292,0.00831024930748
293,0.00826446280992
294,0.00826446280992
295,0.00547945205479
296,0.00547945205479
297,0.00546448087432
298,0.0054347826087
299,0.00540540540541
300,0.00539083557951
301,0.00536193029491
302,0.00533333333333
303,0.0053050397878
304,0.0053050397878
305,0.00527704485488
306,0.00527704485488
307,0.00527704485488
308,0.00524934383202
309,0.00524934383202
310,0.00524934383202
