size,accuracy
2,1.0
3,0.75
4,0.666666666667
5,0.571428571429
6,0.125
7,0.1
8,0.25
9,0.142857142857
10,0.133333333333
11,0.125
12,0.166666666667
13,0.15
14,0.136363636364
15,0.260869565217
16,0.2
17,0.2
18,0.222222222222
19,0.222222222222
20,0.25
21,0.233333333333
22,0.1875
23,0.151515151515
24,0.228571428571
25,0.138888888889
26,0.27027027027
27,0.263157894737
28,0.2
29,0.166666666667
30,0.181818181818
31,0.195652173913
32,0.208333333333
33,0.18
34,0.192307692308
35,0.166666666667
36,0.145454545455
37,0.157894736842
38,0.169491525424
39,0.131147540984
40,0.111111111111
41,0.123076923077
42,0.149253731343
43,0.101449275362
44,0.12676056338
45,0.111111111111
46,0.205479452055
47,0.173333333333
48,0.0789473684211
49,0.155844155844
50,0.164556962025
51,0.1125
52,0.109756097561
53,0.204819277108
54,0.188235294118
55,0.229885057471
56,0.113636363636
57,0.14606741573
58,0.0989010989011
59,0.10752688172
60,0.0736842105263
61,0.103092783505
62,0.0808080808081
63,0.0792079207921
64,0.0873786407767
65,0.0679611650485
66,0.0952380952381
67,0.0934579439252
68,0.0917431192661
69,0.0990990990991
70,0.0973451327434
71,0.095652173913
72,0.0769230769231
73,0.0508474576271
74,0.0416666666667
75,0.0327868852459
76,0.0483870967742
77,0.031746031746
78,0.03125
79,0.0384615384615
80,0.0454545454545
81,0.044776119403
82,0.0441176470588
83,0.0507246376812
84,0.05
85,0.0211267605634
86,0.0555555555556
87,0.041095890411
88,0.0340136054422
89,0.0604026845638
90,0.0529801324503
91,0.0328947368421
92,0.0522875816993
93,0.0387096774194
94,0.0382165605096
95,0.0377358490566
96,0.0496894409938
97,0.0368098159509
98,0.0484848484848
99,0.0419161676647
100,0.0414201183432
101,0.0409356725146
102,0.0174418604651
103,0.0174418604651
104,0.0287356321839
105,0.0454545454545
106,0.0280898876404
107,0.0277777777778
108,0.0166666666667
109,0.0274725274725
110,0.0271739130435
111,0.0217391304348
112,0.0215053763441
113,0.0212765957447
114,0.0212765957447
115,0.0210526315789
116,0.0208333333333
117,0.020725388601
118,0.020618556701
119,0.0255102040816
120,0.0252525252525
121,0.025
122,0.0199004975124
123,0.019801980198
124,0.0392156862745
125,0.0194174757282
126,0.0193236714976
127,0.0287081339713
128,0.0428571428571
129,0.0424528301887
130,0.0327102803738
131,0.037037037037
132,0.0412844036697
133,0.0228310502283
134,0.0318181818182
135,0.036036036036
136,0.0223214285714
137,0.0265486725664
138,0.0308370044053
139,0.0349344978166
140,0.025974025974
141,0.0172413793103
142,0.0386266094421
143,0.0297872340426
144,0.0338983050847
145,0.0168776371308
146,0.0209205020921
147,0.0208333333333
148,0.0290456431535
149,0.0329218106996
150,0.0245901639344
151,0.0243902439024
152,0.0201612903226
153,0.0240963855422
154,0.032
155,0.0199203187251
156,0.0158102766798
157,0.0235294117647
158,0.02734375
159,0.0232558139535
160,0.003861003861
161,0.00766283524904
162,0.00760456273764
163,0.0150943396226
164,0.00374531835206
165,0.0186567164179
166,0.0185185185185
167,0.0257352941176
168,0.014652014652
169,0.0109090909091
170,0.0180505415162
171,0.0179211469534
172,0.00714285714286
173,0.0106382978723
174,0.0176056338028
175,0.0175438596491
176,0.0244755244755
177,0.0244755244755
178,0.0104529616725
179,0.0103806228374
180,0.0206896551724
181,0.0206896551724
182,0.0206896551724
183,0.020618556701
184,0.0342465753425
185,0.0342465753425
186,0.0238907849829
187,0.0203389830508
188,0.0203389830508
189,0.027027027027
190,0.0302013422819
191,0.0302013422819
192,0.0366666666667
193,0.0299003322259
194,0.023102310231
195,0.0229508196721
196,0.00655737704918
197,0.0196078431373
198,0.00977198697068
199,0.0129449838188
200,0.0161290322581
201,0.0128617363344
202,0.00958466453674
203,0.0031847133758
204,0.00634920634921
205,0.00949367088608
206,0.0157232704403
207,0.00625
208,0.0155279503106
209,0.00925925925926
210,0.0122699386503
211,0.0122699386503
212,0.0122699386503
213,0.015243902439
214,0.0151515151515
215,0.00903614457831
216,0.015015015015
217,0.00898203592814
218,0.0179104477612
219,0.0179104477612
220,0.0179104477612
221,0.0237388724036
222,0.0176991150442
223,0.0176470588235
224,0.0146627565982
225,0.0175438596491
226,0.0175438596491
227,0.0116618075802
228,0.0173913043478
229,0.0201729106628
230,0.0200573065903
231,0.017094017094
232,0.0142045454545
233,0.0169491525424
234,0.0168539325843
235,0.0168539325843
236,0.0223463687151
237,0.0222222222222
238,0.0222222222222
239,0.0165745856354
240,0.0138121546961
241,0.0164835164835
242,0.013698630137
243,0.013698630137
244,0.0136612021858
245,0.0108991825613
246,0.0162601626016
247,0.0134770889488
248,0.00806451612903
249,0.0106951871658
250,0.0159574468085
251,0.015873015873
252,0.015873015873
253,0.0184210526316
254,0.0209973753281
255,0.0208877284595
256,0.012987012987
257,0.00518134715026
258,0.0180878552972
259,0.0154639175258
260,0.0153846153846
261,0.0178571428571
262,0.0152284263959
263,0.0227272727273
264,0.0226700251889
265,0.0100502512563
266,0.015037593985
267,0.0149625935162
268,0.00744416873449
269,0.0123456790123
270,0.00985221674877
271,0.017199017199
272,0.00490196078431
273,0.0121951219512
274,0.0169902912621
275,0.0290556900726
276,0.0193236714976
277,0.0168269230769
278,0.0143540669856
279,0.0166666666667
280,0.0118483412322
281,0.0165094339623
282,0.0141176470588
283,0.0140515222482
